id,last_login,total_purchases,total_time_spent,number_of_posts,likes_given,payment_method
U663,10/8/2023,16.0,339.56,870.0,3760.0,Crypto
U3074,3/3/2023,49.0,23.66,652.0,1814.0,PayPal
U172,10/15/2023,20.0,433.22,342.0,1054.0,Crypto
U983,4/5/2023,4.0,314.49,983.0,306.0,Bank Transfer
U1795,3/1/2023,23.0,81.52,409.0,3185.0,Crypto
U1507,6/24/2023,24.0,266.48,685.0,4446.0,PayPal
U1300,3/10/2023,28.0,111.28,399.0,2263.0,Credit Card
U1095,3/16/2023,16.0,179.36,569.0,1641.0,PayPal
U831,8/7/2023,27.0,93.13,827.0,2364.0,Credit Card
U262,7/23/2023,6.0,188.14,596.0,1402.0,Credit Card
U3305,7/2/2023,4.0,111.09,788.0,1836.0,Credit Card
U2974,8/23/2023,15.0,317.04,744.0,3732.0,Crypto
U1256,2/15/2023,25.0,311.01,606.0,740.0,Bank Transfer
U1656,4/17/2023,50.0,33.15,279.0,4649.0,Bank Transfer
U2112,3/19/2023,18.0,468.45,42.0,767.0,Crypto
U212,2/9/2023,40.0,234.88,78.0,3130.0,PayPal
U1456,5/1/2023,5.0,218.1,921.0,556.0,Crypto
U245,8/22/2023,43.0,23.83,683.0,3126.0,PayPal
U3207,8/5/2023,48.0,278.91,870.0,3963.0,Credit Card
U2048,6/24/2023,27.0,251.94,379.0,4566.0,Credit Card
U2119,3/16/2023,17.0,111.16,507.0,605.0,Credit Card
U673,5/8/2023,31.0,187.28,509.0,2620.0,Credit Card
U3260,3/28/2023,15.0,325.38,868.0,979.0,Crypto
U3015,6/4/2023,30.0,68.48,716.0,2563.0,Bank Transfer
U1824,2/25/2023,14.0,467.13,659.0,2279.0,Bank Transfer
U182,11/30/2023,23.0,167.55,30.0,4081.0,Crypto
U2118,11/18/2023,41.0,21.33,63.0,3792.0,Bank Transfer
U276,9/14/2023,39.0,318.77,255.0,3652.0,PayPal
U1447,6/4/2023,43.0,118.39,258.0,804.0,Credit Card
U2166,7/23/2023,25.0,176.72,600.0,1235.0,Bank Transfer
U572,7/5/2023,11.0,16.53,675.0,3687.0,Bank Transfer
U3326,3/12/2023,23.0,349.72,314.0,4542.0,PayPal
U3234,11/27/2023,31.0,259.96,491.0,3912.0,Crypto
U158,5/9/2023,21.0,258.94,100.0,3079.0,PayPal
U2835,8/26/2023,48.0,382.76,507.0,4238.0,Bank Transfer
U886,7/7/2023,32.0,483.58,981.0,4573.0,PayPal
U2945,11/21/2023,31.0,394.7,930.0,113.0,Credit Card
U1011,2/11/2023,16.0,78.93,780.0,1929.0,Credit Card
U1647,1/6/2023,11.0,259.84,89.0,4346.0,Crypto
U1277,11/30/2023,35.0,334.31,142.0,1317.0,Bank Transfer
U2891,11/28/2023,29.0,96.15,999.0,1199.0,Crypto
U1341,2/7/2023,34.0,53.9,322.0,4349.0,PayPal
U98,5/1/2023,4.0,394.37,358.0,4563.0,Credit Card
U1096,10/3/2023,32.0,443.0,158.0,1365.0,PayPal
U1971,1/15/2023,5.0,40.89,880.0,1219.0,Credit Card
U1117,6/1/2023,21.0,279.11,252.0,2059.0,Crypto
U1494,3/29/2023,47.0,199.33,676.0,3919.0,Crypto
U3201,10/1/2023,10.0,453.04,913.0,2108.0,Credit Card
U3170,8/25/2023,30.0,24.54,460.0,3954.0,Crypto
U3040,10/16/2023,25.0,122.94,747.0,4511.0,PayPal
U2155,11/5/2023,16.0,272.5,689.0,2753.0,PayPal
U150,10/24/2023,30.0,237.41,245.0,983.0,PayPal
U391,11/4/2023,8.0,12.94,416.0,127.0,Crypto
U1767,1/26/2023,14.0,106.13,149.0,3429.0,Credit Card
U2968,2/28/2023,36.0,335.58,181.0,1162.0,Credit Card
U569,8/9/2023,31.0,134.53,564.0,587.0,Bank Transfer
U820,1/18/2023,22.0,47.67,27.0,3015.0,PayPal
U3293,5/9/2023,36.0,19.65,86.0,558.0,Bank Transfer
U628,7/6/2023,12.0,383.26,994.0,2472.0,Bank Transfer
U1275,3/5/2023,43.0,171.46,921.0,2538.0,Crypto
U2100,7/2/2023,4.0,79.1,963.0,3213.0,Credit Card
U271,2/20/2023,50.0,413.21,101.0,4400.0,Bank Transfer
U2948,10/18/2023,27.0,248.16,877.0,3685.0,Credit Card
U1423,10/21/2023,8.0,472.84,997.0,1930.0,Crypto
U3285,7/30/2023,11.0,497.56,729.0,1982.0,Credit Card
U2831,3/12/2023,49.0,477.07,343.0,2855.0,Crypto
U3273,10/16/2023,9.0,59.0,436.0,1286.0,Crypto
U2174,8/21/2023,32.0,286.45,44.0,1885.0,Bank Transfer
U638,7/3/2023,37.0,428.64,488.0,302.0,PayPal
U1671,5/28/2023,37.0,469.43,150.0,540.0,Credit Card
U1862,7/24/2023,9.0,449.21,634.0,4548.0,PayPal
U2990,7/28/2023,40.0,280.0,325.0,1608.0,Bank Transfer
U9,8/1/2023,45.0,394.77,761.0,87.0,PayPal
U887,8/7/2023,2.0,131.94,67.0,3797.0,Bank Transfer
U1251,7/22/2023,22.0,191.96,835.0,1420.0,PayPal
U648,3/29/2023,29.0,497.65,269.0,2113.0,Credit Card
U832,11/8/2023,43.0,113.73,925.0,2457.0,Credit Card
U2807,5/28/2023,0.0,450.17,263.0,1600.0,PayPal
U926,10/28/2023,5.0,250.79,335.0,2406.0,Credit Card
U2984,11/16/2023,39.0,181.95,752.0,4942.0,PayPal
U1556,11/14/2023,30.0,133.64,183.0,1989.0,Credit Card
U185,11/7/2023,6.0,27.26,963.0,136.0,Credit Card
U759,1/11/2023,1.0,315.0,97.0,163.0,Credit Card
U485,8/11/2023,23.0,147.75,436.0,3312.0,Bank Transfer
U3063,6/19/2023,10.0,362.03,368.0,1098.0,PayPal
U1314,3/26/2023,19.0,23.1,543.0,670.0,Credit Card
U602,9/18/2023,47.0,298.0,197.0,1381.0,Crypto
U1094,11/7/2023,8.0,140.59,98.0,322.0,Bank Transfer
U306,9/30/2023,26.0,45.47,923.0,2923.0,Credit Card
U1960,6/25/2023,7.0,43.88,54.0,2197.0,Bank Transfer
U232,2/6/2023,10.0,387.52,36.0,3983.0,Bank Transfer
U465,3/18/2023,45.0,454.3,136.0,3068.0,Bank Transfer
U1140,11/8/2023,30.0,161.51,686.0,786.0,Crypto
U3068,9/11/2023,43.0,279.14,469.0,2765.0,Bank Transfer
U806,3/6/2023,26.0,147.01,472.0,3040.0,Credit Card
U2102,1/25/2023,3.0,400.28,641.0,1227.0,Crypto
U1078,6/1/2023,19.0,75.57,400.0,3703.0,Crypto
U455,4/22/2023,38.0,82.76,402.0,3846.0,Crypto
U505,10/12/2023,43.0,256.8,87.0,518.0,Bank Transfer
U1207,10/6/2023,31.0,108.47,231.0,1022.0,Bank Transfer
U2802,10/19/2023,29.0,400.21,692.0,319.0,Crypto
U69,10/24/2023,35.0,273.81,320.0,2548.0,Crypto
U1342,11/21/2023,42.0,386.12,738.0,4216.0,Crypto
U1903,3/8/2023,43.0,477.88,322.0,3643.0,Bank Transfer
U1612,7/22/2023,35.0,374.84,615.0,1912.0,Crypto
U17,8/4/2023,15.0,307.7,962.0,2294.0,Crypto
U1163,11/27/2023,21.0,39.32,457.0,3492.0,PayPal
U2059,6/6/2023,7.0,260.97,626.0,4753.0,Bank Transfer
U1957,2/15/2023,11.0,349.15,546.0,3486.0,Credit Card
U443,3/20/2023,14.0,24.54,420.0,4550.0,PayPal
U66,11/15/2023,28.0,120.19,223.0,2851.0,Crypto
U2019,11/1/2023,20.0,377.05,967.0,3334.0,Bank Transfer
U1308,2/19/2023,50.0,55.78,602.0,2255.0,Credit Card
U790,7/10/2023,4.0,85.37,961.0,1679.0,Crypto
U3179,11/20/2023,2.0,94.62,773.0,801.0,PayPal
U490,11/1/2023,45.0,58.22,521.0,467.0,Bank Transfer
U3342,7/24/2023,21.0,121.35,310.0,3469.0,Bank Transfer
U3126,3/1/2023,18.0,459.96,472.0,3882.0,Bank Transfer
U990,9/5/2023,9.0,178.28,789.0,3119.0,Credit Card
U695,2/21/2023,38.0,381.95,729.0,4480.0,Credit Card
U1391,9/20/2023,19.0,218.58,590.0,4846.0,PayPal
U3294,4/6/2023,45.0,81.4,707.0,823.0,Bank Transfer
U2017,6/22/2023,8.0,31.35,355.0,2884.0,PayPal
U3096,4/18/2023,44.0,92.8,515.0,73.0,Bank Transfer
U1648,10/1/2023,29.0,446.18,365.0,389.0,Crypto
U1977,10/16/2023,13.0,78.75,397.0,1276.0,PayPal
U755,7/16/2023,27.0,460.0,597.0,1588.0,Credit Card
U920,8/15/2023,11.0,437.0,276.0,795.0,Crypto
U220,7/16/2023,7.0,442.29,168.0,4665.0,PayPal
U385,2/8/2023,46.0,471.37,813.0,1972.0,PayPal
U2950,1/7/2023,21.0,28.77,235.0,3791.0,Bank Transfer
U1045,2/3/2023,20.0,295.57,212.0,2979.0,Crypto
U1594,2/20/2023,11.0,301.04,906.0,1088.0,Crypto
U2054,6/11/2023,42.0,330.26,679.0,2789.0,Crypto
U1902,3/18/2023,2.0,377.94,856.0,1100.0,Credit Card
U864,5/7/2023,21.0,465.52,541.0,77.0,Crypto
U837,3/6/2023,5.0,260.63,366.0,3560.0,PayPal
U1689,10/7/2023,48.0,91.71,647.0,3531.0,Credit Card
U499,2/26/2023,4.0,410.56,841.0,4085.0,Bank Transfer
U1916,11/9/2023,19.0,190.71,921.0,285.0,Bank Transfer
U2009,8/25/2023,26.0,489.18,63.0,2589.0,Bank Transfer
U3398,8/1/2023,7.0,138.33,6.0,1900.0,PayPal
U2854,3/29/2023,47.0,22.63,834.0,737.0,Bank Transfer
U814,7/17/2023,40.0,1.75,188.0,136.0,Credit Card
U256,7/16/2023,19.0,157.74,632.0,4957.0,Crypto
U486,6/6/2023,19.0,368.31,796.0,4866.0,Bank Transfer
U1460,1/10/2023,25.0,396.51,421.0,2924.0,Credit Card
U1726,6/18/2023,5.0,435.43,946.0,979.0,Credit Card
U368,5/12/2023,,423.62,578.0,4415.0,Bank Transfer
U1191,10/5/2023,48.0,459.62,475.0,4172.0,PayPal
U3007,8/1/2023,25.0,88.98,457.0,4818.0,Crypto
U315,5/19/2023,7.0,30.41,13.0,927.0,Crypto
U946,11/2/2023,47.0,61.18,435.0,3306.0,Crypto
U951,11/1/2023,15.0,141.85,763.0,1410.0,Crypto
U365,2/22/2023,36.0,398.98,92.0,1650.0,Credit Card
U395,7/17/2023,7.0,354.5,760.0,4110.0,Bank Transfer
U3321,9/10/2023,35.0,211.58,115.0,453.0,PayPal
U400,11/27/2023,48.0,350.37,192.0,4286.0,Bank Transfer
U1793,1/2/2023,46.0,198.11,472.0,1644.0,Bank Transfer
U2063,4/3/2023,50.0,,984.0,985.0,PayPal
U1030,2/27/2023,12.0,490.36,902.0,1681.0,Credit Card
U1330,9/29/2023,19.0,467.22,135.0,4223.0,Credit Card
U96,9/27/2023,12.0,478.29,34.0,2167.0,Bank Transfer
U3083,8/23/2023,50.0,85.94,804.0,2870.0,Bank Transfer
U2943,4/21/2023,45.0,99.32,833.0,856.0,Credit Card
U2853,1/26/2023,3.0,121.79,750.0,1217.0,Crypto
U2978,10/2/2023,16.0,411.82,529.0,262.0,Credit Card
U1579,7/28/2023,43.0,,809.0,2472.0,PayPal
U3070,11/25/2023,9.0,116.33,720.0,1483.0,Credit Card
U1932,5/31/2023,15.0,30.03,68.0,1612.0,Bank Transfer
U488,10/10/2023,26.0,53.89,914.0,2604.0,Credit Card
U316,3/8/2023,21.0,274.64,350.0,4255.0,PayPal
U1997,4/29/2023,0.0,490.85,25.0,4740.0,Crypto
U1200,11/4/2023,27.0,257.35,885.0,3557.0,Credit Card
U3073,10/2/2023,37.0,,916.0,4528.0,Credit Card
U3161,5/3/2023,32.0,77.38,773.0,134.0,Credit Card
U564,6/17/2023,40.0,471.95,835.0,1873.0,Credit Card
U2977,2/22/2023,24.0,324.24,815.0,3635.0,Bank Transfer
U2137,3/11/2023,12.0,431.9,744.0,4508.0,Bank Transfer
U1500,5/6/2023,35.0,352.82,691.0,3915.0,PayPal
U1190,1/7/2023,35.0,495.07,913.0,1751.0,PayPal
U1125,4/15/2023,10.0,103.55,309.0,66.0,PayPal
U2946,5/2/2023,38.0,316.26,714.0,4856.0,Credit Card
U2913,4/9/2023,32.0,134.18,261.0,504.0,Bank Transfer
U425,2/20/2023,48.0,444.78,90.0,2103.0,Crypto
U3310,4/3/2023,18.0,184.77,254.0,2886.0,Bank Transfer
U492,10/31/2023,23.0,332.71,549.0,4361.0,Bank Transfer
U1649,5/14/2023,18.0,242.59,962.0,2654.0,Crypto
U1573,5/28/2023,1.0,40.55,50.0,3536.0,Bank Transfer
U549,5/13/2023,30.0,226.86,682.0,2662.0,Credit Card
U1948,11/16/2023,8.0,98.58,273.0,656.0,Bank Transfer
U2860,6/3/2023,31.0,358.41,474.0,1650.0,Credit Card
U1129,2/21/2023,22.0,185.64,671.0,1482.0,Crypto
U530,9/23/2023,30.0,155.48,959.0,3264.0,PayPal
U1377,3/18/2023,28.0,68.77,87.0,3328.0,Crypto
U1370,5/1/2023,23.0,250.99,147.0,910.0,Bank Transfer
U665,7/21/2023,3.0,180.85,688.0,4664.0,Crypto
U974,1/29/2023,24.0,249.91,581.0,291.0,Bank Transfer
U1704,3/22/2023,48.0,255.64,157.0,1784.0,Bank Transfer
U2965,7/16/2023,30.0,381.98,277.0,2875.0,Credit Card
U1018,4/24/2023,50.0,451.07,850.0,2552.0,Bank Transfer
U15,4/2/2023,45.0,460.4,744.0,655.0,Credit Card
U544,7/21/2023,4.0,399.01,804.0,563.0,Crypto
U931,3/10/2023,31.0,,807.0,2794.0,Credit Card
U690,7/31/2023,32.0,9.46,292.0,94.0,Credit Card
U1490,8/22/2023,14.0,342.8,616.0,1950.0,Crypto
U1776,6/20/2023,18.0,438.25,274.0,162.0,Crypto
U1684,11/26/2023,33.0,266.92,310.0,1848.0,Credit Card
U2896,4/6/2023,45.0,79.02,204.0,855.0,Credit Card
U2895,5/25/2023,49.0,221.72,243.0,3961.0,Bank Transfer
U331,4/20/2023,18.0,165.68,464.0,3849.0,PayPal
U2935,1/31/2023,2.0,277.34,993.0,483.0,Credit Card
U290,10/8/2023,42.0,346.71,204.0,3660.0,Credit Card
U2815,5/29/2023,16.0,215.59,997.0,760.0,Bank Transfer
U1663,3/2/2023,42.0,377.94,149.0,496.0,Crypto
U1669,8/31/2023,29.0,,858.0,3277.0,Credit Card
U1388,5/24/2023,31.0,109.29,608.0,3965.0,Bank Transfer
U1815,11/7/2023,11.0,83.8,906.0,109.0,Bank Transfer
U3388,3/16/2023,43.0,377.9,652.0,3262.0,Bank Transfer
U1509,5/18/2023,40.0,477.07,250.0,2511.0,Crypto
U1912,5/3/2023,30.0,56.4,561.0,2746.0,Crypto
U3029,5/10/2023,43.0,309.77,549.0,2991.0,Crypto
U427,10/7/2023,49.0,428.7,263.0,4162.0,PayPal
U555,9/4/2023,33.0,251.08,839.0,249.0,Crypto
U2159,5/27/2023,17.0,44.01,343.0,4970.0,Credit Card
U109,4/9/2023,,108.34,672.0,3466.0,Bank Transfer
U3094,7/6/2023,6.0,218.41,605.0,237.0,Bank Transfer
U2151,6/21/2023,3.0,124.72,177.0,2340.0,PayPal
U998,6/17/2023,36.0,60.53,890.0,4416.0,Credit Card
U825,9/3/2023,48.0,39.39,539.0,444.0,PayPal
U156,10/26/2023,20.0,445.94,397.0,1009.0,PayPal
U1336,3/29/2023,5.0,382.14,151.0,4111.0,PayPal
U1712,8/9/2023,49.0,282.19,199.0,530.0,Credit Card
U3392,11/2/2023,21.0,296.48,13.0,1362.0,Bank Transfer
U257,7/24/2023,44.0,14.98,309.0,1235.0,PayPal
U1518,3/24/2023,4.0,316.98,319.0,3437.0,PayPal
U1886,8/17/2023,43.0,462.44,572.0,1020.0,Credit Card
U54,10/9/2023,38.0,213.76,430.0,4954.0,PayPal
U788,1/18/2023,0.0,95.53,665.0,4432.0,Bank Transfer
U3101,4/20/2023,46.0,271.62,493.0,1855.0,PayPal
U1426,5/16/2023,37.0,383.63,781.0,1265.0,PayPal
U1112,3/28/2023,,132.45,554.0,3037.0,Bank Transfer
U475,7/15/2023,23.0,307.71,257.0,2304.0,Crypto
U1346,6/3/2023,11.0,114.22,307.0,2295.0,Bank Transfer
U1560,9/7/2023,11.0,129.64,212.0,728.0,Crypto
U426,7/25/2023,5.0,71.58,539.0,4382.0,PayPal
U1356,5/26/2023,7.0,256.95,289.0,3993.0,Credit Card
U1965,11/29/2023,3.0,272.68,174.0,3756.0,PayPal
U1954,2/25/2023,14.0,318.0,574.0,4540.0,Credit Card
U307,8/1/2023,36.0,,311.0,4732.0,Credit Card
U1508,10/15/2023,49.0,398.24,147.0,528.0,Crypto
U557,6/15/2023,40.0,196.67,647.0,3713.0,Credit Card
U397,3/30/2023,37.0,194.37,523.0,2420.0,PayPal
U135,7/31/2023,33.0,269.42,237.0,4119.0,Credit Card
U2906,2/6/2023,35.0,251.14,637.0,1695.0,Credit Card
U1816,4/25/2023,23.0,73.71,473.0,2064.0,Credit Card
U857,11/13/2023,25.0,29.32,250.0,4172.0,Crypto
U784,8/7/2023,23.0,466.7,456.0,1548.0,Credit Card
U3048,4/3/2023,5.0,384.45,291.0,780.0,Bank Transfer
U1020,9/7/2023,35.0,91.45,47.0,3926.0,Credit Card
U3389,5/29/2023,31.0,183.56,524.0,417.0,Bank Transfer
U292,10/13/2023,50.0,42.85,149.0,4560.0,Crypto
U435,8/4/2023,48.0,431.54,120.0,2479.0,Credit Card
U47,2/4/2023,46.0,168.32,892.0,2786.0,Credit Card
U687,7/19/2023,47.0,260.3,639.0,970.0,Credit Card
U1870,3/1/2023,25.0,289.16,535.0,3618.0,Credit Card
U1002,8/5/2023,1.0,278.91,535.0,2427.0,Crypto
U1390,2/4/2023,3.0,121.72,755.0,4451.0,Bank Transfer
U227,6/1/2023,9.0,442.95,922.0,2577.0,PayPal
U683,10/6/2023,1.0,259.47,329.0,2556.0,Crypto
U2021,3/18/2023,48.0,410.91,261.0,2758.0,Bank Transfer
U1964,10/7/2023,12.0,308.51,927.0,263.0,Crypto
U876,4/10/2023,9.0,173.42,682.0,2529.0,Bank Transfer
U1755,9/5/2023,48.0,323.23,692.0,3484.0,PayPal
U1765,11/1/2023,22.0,229.86,614.0,4635.0,PayPal
U2924,8/10/2023,35.0,105.02,79.0,2262.0,Crypto
U781,4/3/2023,13.0,185.73,557.0,1843.0,Crypto
U210,11/29/2023,2.0,259.77,331.0,4379.0,PayPal
U71,6/22/2023,35.0,212.9,759.0,1638.0,PayPal
U906,3/6/2023,32.0,86.1,598.0,3357.0,Credit Card
U2070,6/18/2023,17.0,188.81,927.0,2476.0,PayPal
U1598,1/20/2023,25.0,386.66,260.0,3456.0,Credit Card
U1664,2/25/2023,17.0,129.71,98.0,3363.0,Credit Card
U969,11/15/2023,1.0,403.67,797.0,1164.0,Credit Card
U763,11/18/2023,39.0,496.85,1.0,3346.0,Credit Card
U2983,6/15/2023,47.0,238.86,262.0,2861.0,Credit Card
U500,2/25/2023,47.0,130.48,638.0,1546.0,Crypto
U1159,8/23/2023,12.0,338.89,592.0,2032.0,PayPal
U1238,4/19/2023,28.0,150.89,314.0,2916.0,PayPal
U734,1/12/2023,,169.59,57.0,2875.0,Crypto
U1286,11/19/2023,28.0,285.03,439.0,1664.0,PayPal
U1473,10/10/2023,19.0,177.49,777.0,2976.0,PayPal
U11,3/2/2023,37.0,135.69,178.0,1117.0,Credit Card
U1764,7/29/2023,,36.92,424.0,1787.0,Credit Card
U3387,9/14/2023,37.0,477.29,978.0,4637.0,Credit Card
U2193,3/18/2023,35.0,398.37,260.0,4748.0,Bank Transfer
U205,2/19/2023,7.0,153.47,204.0,4245.0,Crypto
U2005,11/24/2023,45.0,300.42,643.0,980.0,Bank Transfer
U1665,5/18/2023,10.0,341.72,591.0,2742.0,Credit Card
U782,3/24/2023,25.0,438.94,887.0,1250.0,Crypto
U2882,3/25/2023,9.0,424.3,891.0,2980.0,Credit Card
U39,4/17/2023,37.0,137.74,164.0,2443.0,Bank Transfer
U1543,8/11/2023,44.0,87.63,88.0,2484.0,PayPal
U343,8/30/2023,34.0,492.58,590.0,4893.0,Bank Transfer
U1241,1/17/2023,4.0,278.2,970.0,4239.0,PayPal
U2038,1/11/2023,10.0,324.84,522.0,3785.0,Bank Transfer
U664,1/25/2023,17.0,487.91,22.0,4298.0,Bank Transfer
U537,8/6/2023,18.0,285.68,32.0,273.0,Credit Card
U1780,9/2/2023,14.0,228.75,876.0,3332.0,Crypto
U3213,8/8/2023,,265.73,649.0,935.0,Bank Transfer
U445,7/30/2023,31.0,467.85,855.0,2336.0,Crypto
U302,4/26/2023,8.0,454.8,226.0,1799.0,Crypto
U2989,4/9/2023,49.0,143.12,758.0,48.0,Credit Card
U329,3/25/2023,8.0,289.14,555.0,785.0,Bank Transfer
U1952,8/20/2023,3.0,185.09,314.0,3366.0,Bank Transfer
U1534,9/28/2023,14.0,147.91,736.0,4909.0,Bank Transfer
U1378,10/10/2023,35.0,145.82,604.0,1503.0,Crypto
U589,7/17/2023,40.0,2.03,433.0,2930.0,PayPal
U3399,6/9/2023,7.0,,432.0,1858.0,Crypto
U1748,1/29/2023,27.0,264.54,24.0,2492.0,Bank Transfer
U3059,4/2/2023,18.0,435.47,41.0,4809.0,Bank Transfer
U1791,7/14/2023,32.0,93.37,344.0,3655.0,Crypto
U46,7/4/2023,47.0,260.6,55.0,3569.0,Bank Transfer
U870,3/13/2023,19.0,359.37,70.0,923.0,Crypto
U1358,12/1/2023,46.0,296.08,281.0,4776.0,Bank Transfer
U2887,7/18/2023,46.0,362.5,29.0,232.0,PayPal
U250,2/1/2023,48.0,105.99,344.0,4242.0,Credit Card
U2181,1/10/2023,4.0,162.29,21.0,1061.0,Crypto
U3192,8/13/2023,31.0,20.24,737.0,278.0,PayPal
U2149,11/24/2023,34.0,470.72,422.0,689.0,Crypto
U3386,1/30/2023,47.0,78.42,374.0,566.0,PayPal
U1239,8/12/2023,3.0,66.69,492.0,4653.0,Bank Transfer
U3011,11/3/2023,11.0,11.24,524.0,550.0,Credit Card
U3261,6/20/2023,23.0,444.79,846.0,1854.0,Credit Card
U1368,4/27/2023,47.0,282.0,40.0,1291.0,Crypto
U1322,5/2/2023,28.0,472.27,247.0,2267.0,Credit Card
U935,3/2/2023,3.0,254.12,189.0,1036.0,Bank Transfer
U979,11/29/2023,49.0,99.04,347.0,1148.0,Bank Transfer
U666,1/3/2023,16.0,143.12,608.0,2520.0,Credit Card
U3228,5/10/2023,26.0,89.91,897.0,3668.0,Credit Card
U106,4/18/2023,6.0,254.44,758.0,3850.0,PayPal
U301,3/5/2023,26.0,143.35,301.0,686.0,Crypto
U874,1/22/2023,1.0,107.8,748.0,1088.0,Crypto
U633,6/8/2023,32.0,226.21,865.0,1148.0,Bank Transfer
U551,6/19/2023,25.0,169.52,888.0,912.0,Credit Card
U1955,11/21/2023,15.0,483.19,544.0,4034.0,Bank Transfer
U2099,2/12/2023,0.0,107.9,516.0,3620.0,Bank Transfer
U2834,4/12/2023,18.0,445.27,294.0,36.0,Bank Transfer
U1599,4/11/2023,31.0,474.2,118.0,4730.0,Credit Card
U1255,3/10/2023,6.0,444.34,734.0,1596.0,Bank Transfer
U1406,7/3/2023,46.0,243.71,336.0,2190.0,Bank Transfer
U2903,8/8/2023,2.0,10.74,454.0,2999.0,Crypto
U1935,4/13/2023,47.0,450.48,602.0,2941.0,Bank Transfer
U1670,8/17/2023,1.0,408.08,588.0,342.0,Bank Transfer
U1557,11/22/2023,7.0,221.23,129.0,4832.0,Credit Card
U1098,4/1/2023,49.0,439.5,712.0,3737.0,Credit Card
U1062,11/18/2023,36.0,194.78,895.0,1229.0,Credit Card
U44,6/15/2023,43.0,436.87,811.0,4652.0,Bank Transfer
U1408,3/10/2023,16.0,8.41,101.0,2101.0,PayPal
U778,4/11/2023,28.0,240.59,811.0,431.0,PayPal
U1763,1/28/2023,22.0,255.48,406.0,1963.0,Bank Transfer
U3125,2/2/2023,12.0,263.49,862.0,1868.0,Bank Transfer
U4,4/17/2023,12.0,252.54,347.0,869.0,Crypto
U1818,7/6/2023,22.0,143.38,217.0,1822.0,Credit Card
U3044,9/5/2023,6.0,46.94,572.0,2172.0,Credit Card
U1857,3/17/2023,49.0,132.98,163.0,3799.0,Crypto
U1923,7/24/2023,26.0,233.44,408.0,2111.0,PayPal
U829,8/16/2023,42.0,196.31,613.0,3173.0,Credit Card
U622,10/23/2023,33.0,14.6,289.0,3228.0,Credit Card
U1004,1/1/2023,18.0,113.84,591.0,377.0,Crypto
U198,9/19/2023,39.0,187.49,799.0,1647.0,Crypto
U3150,5/13/2023,3.0,161.26,426.0,3520.0,Bank Transfer
U2194,4/2/2023,11.0,105.42,526.0,1420.0,Credit Card
U3382,5/30/2023,18.0,55.28,484.0,1806.0,Bank Transfer
U968,6/1/2023,50.0,419.9,907.0,1419.0,Crypto
U3238,3/29/2023,30.0,460.17,539.0,4464.0,Crypto
U1514,6/15/2023,10.0,248.42,615.0,4556.0,PayPal
U3231,2/23/2023,26.0,210.36,904.0,4636.0,PayPal
U358,4/21/2023,1.0,81.05,92.0,1254.0,Credit Card
U741,6/1/2023,0.0,410.7,498.0,2935.0,Bank Transfer
U2823,6/1/2023,34.0,309.38,571.0,2898.0,Bank Transfer
U1418,3/27/2023,18.0,446.09,170.0,1768.0,Crypto
U1777,2/22/2023,5.0,,21.0,1389.0,Credit Card
U1789,11/8/2023,7.0,287.42,557.0,70.0,Crypto
U1113,11/5/2023,2.0,206.23,241.0,3868.0,PayPal
U3140,9/9/2023,18.0,137.36,927.0,3950.0,Credit Card
U1375,10/10/2023,37.0,247.02,555.0,473.0,Crypto
U2080,11/17/2023,6.0,108.47,338.0,3382.0,Bank Transfer
U153,7/22/2023,32.0,308.51,992.0,4404.0,Crypto
U939,10/24/2023,37.0,79.28,629.0,3483.0,Bank Transfer
U980,4/16/2023,7.0,28.98,63.0,3267.0,Crypto
U3085,6/7/2023,17.0,472.27,430.0,3876.0,Crypto
U1352,10/31/2023,7.0,460.61,336.0,3286.0,Credit Card
U1822,7/2/2023,38.0,392.71,588.0,19.0,PayPal
U2833,11/28/2023,49.0,229.49,713.0,388.0,Bank Transfer
U1882,3/27/2023,34.0,83.52,176.0,2781.0,Bank Transfer
U3069,1/30/2023,37.0,308.51,586.0,3011.0,Credit Card
U745,11/22/2023,26.0,444.11,60.0,3808.0,PayPal
U462,7/22/2023,46.0,210.54,304.0,4061.0,PayPal
U65,8/5/2023,1.0,374.48,172.0,72.0,Credit Card
U1985,10/17/2023,11.0,190.89,558.0,3500.0,Bank Transfer
U219,9/10/2023,2.0,303.71,738.0,4927.0,Crypto
U824,9/15/2023,35.0,303.24,752.0,4160.0,Credit Card
U3127,11/8/2023,13.0,10.1,81.0,4788.0,Bank Transfer
U748,6/19/2023,42.0,196.48,844.0,4877.0,Credit Card
U881,6/22/2023,47.0,21.53,889.0,2591.0,PayPal
U1271,7/26/2023,13.0,398.58,251.0,3777.0,Bank Transfer
U1734,3/28/2023,42.0,401.61,295.0,3162.0,Bank Transfer
U3251,10/17/2023,21.0,209.58,733.0,1276.0,Credit Card
U740,8/5/2023,9.0,197.67,134.0,2327.0,Crypto
U1708,7/5/2023,27.0,335.12,301.0,3997.0,Credit Card
U625,9/20/2023,26.0,76.59,941.0,501.0,PayPal
U471,11/5/2023,43.0,223.87,174.0,3235.0,Credit Card
U526,11/29/2023,45.0,46.6,585.0,4690.0,Credit Card
U548,9/13/2023,12.0,317.22,130.0,4900.0,Credit Card
U2969,2/5/2023,32.0,488.77,897.0,1837.0,Crypto
U2805,3/23/2023,9.0,23.1,744.0,566.0,PayPal
