id,age,gender,country,sign_up_date,membership_level,last_login,total_purchases,total_time_spent,number_of_posts,likes_given,payment_method
U2835,64.0,Female,Canada,6/10/2020,Silver,1/19/2024,12.31,165.53,919.0,4605.0,Credit Card
U2836,66.0,Other,UK,7/20/2012,Platinum,1/12/2023,26.0,470.76,440.0,4295.0,PayPal
U2836,66.0,Other,UK,7/20/2012,Platinum,9/19/2024,39.82,90.24,460.0,1153.0,Bank Transfer
U2837,57.0,Other,UK,6/24/2017,Silver,10/25/2023,14.0,201.89,388.0,4762.0,Crypto
U2837,57.0,Other,UK,6/24/2017,Silver,4/12/2024,27.29,225.64,390.0,1288.0,Bank Transfer
U2838,20.0,Female,India,12/24/2016,Platinum,6/18/2023,42.0,443.19,879.0,3733.0,PayPal
U2838,20.0,Female,India,12/24/2016,Platinum,3/21/2024,28.66,312.05,208.0,3714.0,Bank Transfer
U2839,50.0,Other,Australia,12/28/2020,Gold,6/26/2023,22.0,205.46,236.0,4991.0,Crypto
U2839,50.0,Other,Australia,12/28/2020,Gold,6/10/2024,23.1,74.85,464.0,1456.0,Bank Transfer
U2840,72.0,Male,UK,6/7/2017,Free,8/27/2023,24.0,262.39,699.0,3121.0,Crypto
U2840,72.0,Male,UK,6/7/2017,Free,1/24/2024,20.51,62.63,56.0,3598.0,Credit Card
U2841,42.0,Non-binary,Canada,6/1/2016,Free,10/27/2023,37.0,421.38,718.0,1416.0,Crypto
U2841,42.0,Non-binary,Canada,6/1/2016,Free,6/30/2024,31.52,442.19,115.0,4100.0,Bank Transfer
U2842,52.0,Female,Germany,7/24/2013,Silver,11/19/2023,0.0,247.47,983.0,3748.0,PayPal
U2842,52.0,Female,Germany,7/24/2013,Silver,6/4/2024,43.9,390.95,432.0,3331.0,Bank Transfer
U2843,22.0,Non-binary,Canada,12/6/2021,Gold,5/9/2023,43.0,128.62,989.0,2735.0,PayPal
U2843,22.0,Non-binary,Canada,12/6/2021,Gold,6/6/2024,22.97,406.26,976.0,3700.0,Bank Transfer
U2844,62.0,Non-binary,Canada,11/7/2012,Gold,11/2/2023,17.0,196.98,33.0,4785.0,Crypto
U2844,62.0,Non-binary,Canada,11/7/2012,Gold,9/30/2024,45.55,473.24,182.0,2390.0,Bank Transfer
U2845,41.0,Female,Canada,6/2/2019,Gold,11/23/2023,16.0,309.53,683.0,2917.0,PayPal
U2845,41.0,Female,Canada,6/2/2019,Gold,7/26/2024,26.89,273.38,634.0,4958.0,PayPal
U2846,48.0,Female,USA,7/3/2017,Free,6/6/2023,10.0,404.4,309.0,1184.0,Credit Card
U2846,48.0,Female,USA,7/3/2017,Free,11/10/2024,49.85,437.56,833.0,1580.0,Bank Transfer
U2847,72.0,Male,India,9/17/2018,Gold,2/4/2023,7.0,108.47,658.0,3936.0,Crypto
U2847,72.0,Male,India,9/17/2018,Gold,2/13/2024,25.16,278.84,104.0,3601.0,Bank Transfer
U2848,33.0,Other,India,7/8/2014,Silver,1/31/2023,20.0,320.23,653.0,4467.0,PayPal
U2848,33.0,Other,India,7/8/2014,Silver,10/23/2024,31.7,18.6,757.0,1482.0,Credit Card
U2849,50.0,Non-binary,India,11/13/2016,Gold,11/23/2023,40.0,48.68,514.0,3787.0,Crypto
U2849,50.0,Non-binary,India,11/13/2016,Gold,10/2/2024,26.46,89.53,517.0,4445.0,PayPal
U2850,33.0,Male,USA,4/20/2018,Silver,11/14/2023,7.0,424.98,172.0,1998.0,Crypto
U2850,33.0,Male,USA,4/20/2018,Silver,11/15/2024,19.08,412.97,130.0,4794.0,Credit Card
U2851,44.0,Female,Germany,1/11/2021,Free,3/12/2023,22.0,431.28,615.0,1004.0,Credit Card
U2851,44.0,Female,Germany,1/11/2021,Free,11/12/2024,47.56,85.67,768.0,3988.0,PayPal
U2852,36.0,Other,USA,7/28/2017,Platinum,4/18/2023,45.0,257.8,559.0,4640.0,Crypto
U2852,36.0,Other,USA,7/28/2017,Platinum,9/23/2024,25.14,230.01,197.0,2170.0,PayPal
U2853,50.0,Female,USA,11/29/2014,Silver,1/26/2023,3.0,121.79,750.0,1217.0,Crypto
U2853,50.0,Female,USA,11/29/2014,Silver,9/10/2024,11.76,171.02,97.0,1213.0,PayPal
U2854,57.0,Female,Australia,6/5/2012,Silver,3/29/2023,47.0,22.63,834.0,737.0,Bank Transfer
U2854,57.0,Female,Australia,6/5/2012,Silver,6/21/2024,20.86,378.22,633.0,1158.0,PayPal
U2855,69.0,Other,India,3/2/2021,Silver,7/2/2023,0.0,214.24,822.0,1666.0,PayPal
U2855,69.0,Other,India,3/2/2021,Silver,8/1/2024,34.42,78.43,28.0,670.0,Bank Transfer
U2856,48.0,Female,Canada,9/18/2011,Silver,7/19/2023,44.0,2.47,113.0,4783.0,Crypto
U2856,48.0,Female,Canada,9/18/2011,Silver,10/27/2024,17.25,24.41,875.0,1776.0,Credit Card
U2857,47.0,Non-binary,Australia,12/10/2020,Silver,9/13/2023,48.0,237.76,47.0,2428.0,Bank Transfer
U2857,47.0,Non-binary,Australia,12/10/2020,Silver,11/4/2024,41.23,236.06,409.0,604.0,Credit Card
U2858,55.0,Male,Canada,12/20/2021,Free,4/8/2023,13.0,438.07,701.0,4935.0,Bank Transfer
U2858,55.0,Male,Canada,12/20/2021,Free,3/15/2024,37.36,136.84,708.0,762.0,PayPal
U2859,75.0,Non-binary,Canada,12/14/2015,Silver,9/4/2023,31.0,85.42,384.0,1689.0,PayPal
U2859,75.0,Non-binary,Canada,12/14/2015,Silver,8/21/2024,34.72,55.08,881.0,2034.0,PayPal
U2860,18.0,Female,USA,5/9/2018,Gold,6/3/2023,31.0,358.41,474.0,1650.0,Credit Card
U2860,18.0,Female,USA,5/9/2018,Gold,9/6/2024,43.8,397.68,799.0,2899.0,PayPal
U2861,46.0,Non-binary,UK,4/21/2017,Platinum,1/3/2023,31.0,324.1,161.0,4500.0,Crypto
U2861,46.0,Non-binary,UK,4/21/2017,Platinum,5/30/2024,31.07,171.44,362.0,1151.0,PayPal
U2862,38.0,Male,Australia,12/11/2020,Free,9/21/2023,36.0,37.44,915.0,3582.0,PayPal
U2862,38.0,Male,Australia,12/11/2020,Free,3/27/2024,18.1,343.73,464.0,1124.0,Bank Transfer
U2863,63.0,Other,India,8/26/2017,Gold,10/13/2023,39.0,416.55,772.0,1519.0,Credit Card
U2863,63.0,Other,India,8/26/2017,Gold,7/17/2024,13.77,52.39,745.0,2802.0,PayPal
U2864,29.0,Female,Australia,3/14/2020,Platinum,11/19/2023,40.0,329.99,628.0,3657.0,Bank Transfer
U2864,29.0,Female,Australia,3/14/2020,Platinum,6/29/2024,24.0,351.08,146.0,2683.0,Credit Card
U2865,26.0,Non-binary,Canada,2/8/2012,Silver,7/11/2023,19.0,190.89,937.0,2913.0,Crypto
U2865,26.0,Non-binary,Canada,2/8/2012,Silver,10/10/2024,46.99,240.62,311.0,740.0,Bank Transfer
U2866,24.0,Other,Canada,8/3/2019,Silver,4/10/2023,23.0,266.34,412.0,3467.0,PayPal
U2866,24.0,Other,Canada,8/3/2019,Silver,10/8/2024,33.37,322.89,139.0,4303.0,PayPal
U2867,62.0,Male,Australia,7/16/2015,Gold,9/14/2023,5.0,127.69,575.0,3987.0,Crypto
U2867,62.0,Male,Australia,7/16/2015,Gold,2/14/2024,30.8,283.61,536.0,2160.0,Bank Transfer
U2868,62.0,Female,India,9/6/2011,Gold,2/23/2023,13.0,479.22,946.0,2748.0,Credit Card
U2868,62.0,Female,India,9/6/2011,Gold,9/24/2024,45.27,28.0,354.0,1133.0,Credit Card
U2869,29.0,Male,Germany,7/3/2018,Platinum,1/20/2023,37.0,249.08,543.0,4810.0,Bank Transfer
U2869,29.0,Male,Germany,7/3/2018,Platinum,12/3/2024,23.41,440.8,831.0,4929.0,Bank Transfer
U2870,67.0,Other,India,12/11/2018,Platinum,1/17/2023,3.0,230.07,335.0,1189.0,Bank Transfer
U2870,67.0,Other,India,12/11/2018,Platinum,12/1/2024,18.46,146.11,762.0,3461.0,PayPal
U2871,50.0,Female,UK,9/30/2020,Gold,3/12/2023,10.0,239.3,854.0,3580.0,Crypto
U2871,50.0,Female,UK,9/30/2020,Gold,11/8/2024,40.14,361.66,867.0,1648.0,PayPal
U2872,22.0,Other,USA,11/17/2021,Free,8/27/2023,9.0,107.47,732.0,4229.0,PayPal
U2872,22.0,Other,USA,11/17/2021,Free,2/12/2024,28.47,270.79,767.0,3314.0,Credit Card
U2873,23.0,Female,Canada,11/25/2015,Platinum,5/16/2023,12.0,29.11,552.0,2601.0,PayPal
U2873,23.0,Female,Canada,11/25/2015,Platinum,11/24/2024,20.81,82.49,930.0,3019.0,PayPal
U2874,52.0,Male,India,12/4/2011,Free,2/23/2023,42.0,404.11,517.0,3998.0,Bank Transfer
U2874,52.0,Male,India,12/4/2011,Free,6/29/2024,19.93,462.73,92.0,4407.0,Bank Transfer
U2875,54.0,Female,Australia,8/20/2021,Free,10/9/2023,10.0,470.48,448.0,2442.0,Crypto
U2875,54.0,Female,Australia,8/20/2021,Free,6/18/2024,41.4,244.23,232.0,4179.0,Credit Card
U2876,75.0,Female,UK,10/5/2015,Free,6/4/2023,44.0,368.27,736.0,1879.0,PayPal
U2876,75.0,Female,UK,10/5/2015,Free,12/10/2023,32.78,178.32,871.0,1967.0,PayPal
U2877,18.0,Female,Australia,9/19/2015,Platinum,10/2/2023,1.0,464.97,547.0,864.0,Credit Card
U2877,18.0,Female,Australia,9/19/2015,Platinum,7/6/2024,32.76,392.62,477.0,3321.0,Credit Card
U2878,71.0,Other,USA,7/10/2018,Silver,7/15/2023,40.0,130.9,188.0,4844.0,Credit Card
U2878,71.0,Other,USA,7/10/2018,Silver,9/14/2024,19.91,424.72,313.0,3473.0,PayPal
U2879,18.0,Other,UK,8/25/2013,Gold,2/25/2023,8.0,286.88,604.0,752.0,Crypto
U2879,18.0,Other,UK,8/25/2013,Gold,1/22/2024,21.03,243.47,958.0,3298.0,Credit Card
U2880,25.0,Non-binary,Australia,2/14/2012,Gold,4/11/2023,22.0,26.53,99.0,1.0,PayPal
U2880,25.0,Non-binary,Australia,2/14/2012,Gold,12/18/2023,36.23,295.78,377.0,1920.0,Bank Transfer
U2881,45.0,Female,Canada,4/24/2020,Silver,1/4/2023,43.0,177.91,352.0,4828.0,PayPal
U2881,45.0,Female,Canada,4/24/2020,Silver,9/14/2024,28.47,32.06,873.0,2362.0,Credit Card
U2882,60.0,Female,Australia,8/11/2018,Free,3/25/2023,9.0,424.3,891.0,2980.0,Credit Card
U2882,60.0,Female,Australia,8/11/2018,Free,12/12/2023,29.31,272.13,199.0,1519.0,Credit Card
U2883,39.0,Non-binary,UK,11/13/2016,Silver,,13.0,127.01,914.0,3123.0,Crypto
U2883,39.0,Non-binary,UK,11/13/2016,Silver,8/12/2024,18.96,146.55,287.0,4604.0,Credit Card
U2884,68.0,Male,Australia,3/13/2018,Gold,9/21/2023,35.0,391.69,754.0,1203.0,Credit Card
U2884,68.0,Male,Australia,3/13/2018,Gold,1/12/2024,13.97,488.12,41.0,2651.0,PayPal
U2885,56.0,Female,USA,2/9/2017,Free,10/3/2023,33.0,217.73,79.0,944.0,Credit Card
U2885,56.0,Female,USA,2/9/2017,Free,6/4/2024,33.34,201.78,652.0,4599.0,Credit Card
U2886,41.0,Female,India,4/2/2014,Silver,8/7/2023,15.0,12.43,226.0,107.0,PayPal
U2886,41.0,Female,India,4/2/2014,Silver,4/21/2024,42.9,371.13,360.0,3058.0,Credit Card
U2887,62.0,Female,Canada,5/6/2021,Platinum,7/18/2023,46.0,362.5,29.0,232.0,PayPal
U2887,62.0,Female,Canada,5/6/2021,Platinum,10/2/2024,47.68,468.41,750.0,4499.0,PayPal
U2888,21.0,Other,UK,1/1/2022,Free,7/21/2023,21.0,180.25,573.0,509.0,Credit Card
U2888,21.0,Other,UK,1/1/2022,Free,4/22/2024,22.95,100.99,853.0,742.0,Bank Transfer
U2889,55.0,Female,Germany,6/12/2019,Platinum,7/16/2023,17.0,44.77,396.0,4269.0,Credit Card
U2889,55.0,Female,Germany,6/12/2019,Platinum,9/30/2024,22.64,152.21,551.0,2723.0,PayPal
U2890,44.0,Female,India,9/3/2020,Silver,9/13/2023,44.0,383.78,718.0,493.0,Credit Card
U2890,44.0,Female,India,9/3/2020,Silver,10/15/2024,48.35,427.78,401.0,813.0,PayPal
U2891,64.0,Female,India,2/4/2014,Silver,11/28/2023,29.0,96.15,999.0,1199.0,Crypto
U2891,64.0,Female,India,2/4/2014,Silver,4/2/2024,35.0,199.66,75.0,1913.0,Credit Card
U2892,58.0,Male,Canada,11/17/2017,Platinum,7/26/2023,10.0,348.84,922.0,795.0,Credit Card
U2892,58.0,Male,Canada,11/17/2017,Platinum,8/4/2024,49.56,275.16,912.0,59.0,PayPal
U2893,18.0,Other,Australia,5/15/2018,Platinum,1/22/2023,45.0,297.18,900.0,1125.0,PayPal
U2893,18.0,Other,Australia,5/15/2018,Platinum,1/13/2024,28.52,390.49,964.0,1527.0,Credit Card
U2894,40.0,Non-binary,Australia,10/15/2017,Platinum,4/17/2023,21.0,257.91,699.0,3926.0,Credit Card
U2894,40.0,Non-binary,Australia,10/15/2017,Platinum,10/16/2024,47.24,87.28,497.0,733.0,Credit Card
U2895,26.0,Other,UK,4/26/2012,Free,5/25/2023,49.0,221.72,243.0,3961.0,Bank Transfer
U2895,26.0,Other,UK,4/26/2012,Free,6/9/2024,43.93,488.65,931.0,3178.0,PayPal
U2896,29.0,Female,UK,11/4/2020,Silver,4/6/2023,45.0,79.02,204.0,855.0,Credit Card
U2896,29.0,Female,UK,11/4/2020,Silver,1/6/2024,20.8,38.73,888.0,2137.0,PayPal
U2897,64.0,Non-binary,UK,6/26/2017,Free,9/26/2023,11.0,203.28,488.0,2340.0,Bank Transfer
U2897,64.0,Non-binary,UK,6/26/2017,Free,11/20/2024,33.02,204.1,905.0,4459.0,Bank Transfer
U2898,47.0,Other,Germany,10/30/2019,Gold,3/8/2023,23.0,386.31,158.0,2330.0,Bank Transfer
U2898,47.0,Other,Germany,10/30/2019,Gold,2/17/2024,41.12,288.33,112.0,3583.0,PayPal
U2899,45.0,Male,Australia,12/22/2019,Silver,6/27/2023,29.0,498.88,6.0,2873.0,PayPal
U2899,45.0,Male,Australia,12/22/2019,Silver,6/3/2024,46.42,214.28,566.0,3797.0,PayPal
U2900,41.0,Female,UK,4/15/2014,Free,8/30/2023,23.0,60.92,648.0,4524.0,Crypto
U2900,41.0,Female,UK,4/15/2014,Free,8/17/2024,36.12,215.37,995.0,234.0,Bank Transfer
U2901,31.0,Male,Australia,5/7/2013,Free,4/7/2023,13.0,337.28,675.0,3108.0,Crypto
U2901,31.0,Male,Australia,5/7/2013,Free,8/25/2024,38.53,46.96,71.0,1230.0,Bank Transfer
U2902,42.0,Non-binary,India,3/16/2018,Gold,12/1/2023,49.0,473.44,669.0,633.0,PayPal
U2902,42.0,Non-binary,India,3/16/2018,Gold,9/27/2024,19.36,404.6,260.0,3194.0,Credit Card
U2903,73.0,Other,UK,7/24/2014,Gold,8/8/2023,2.0,10.74,454.0,2999.0,Crypto
U2903,73.0,Other,UK,7/24/2014,Gold,3/15/2024,27.28,407.92,545.0,1701.0,PayPal
U2904,44.0,Female,Canada,9/23/2020,Silver,7/30/2023,37.0,434.01,33.0,3221.0,Credit Card
U2904,44.0,Female,Canada,9/23/2020,Silver,8/1/2024,13.54,148.13,75.0,2769.0,PayPal
U2905,25.0,Non-binary,Canada,7/28/2018,Gold,1/21/2023,38.0,412.28,730.0,2249.0,Bank Transfer
U2905,25.0,Non-binary,Canada,7/28/2018,Gold,8/13/2024,43.83,408.86,546.0,3149.0,Bank Transfer
U2906,60.0,Other,UK,4/21/2012,Free,2/6/2023,35.0,251.14,637.0,1695.0,Credit Card
U2906,60.0,Other,UK,4/21/2012,Free,6/29/2024,42.84,59.51,779.0,2972.0,Bank Transfer
U2907,19.0,Other,India,10/3/2011,Free,5/9/2023,45.0,190.92,190.0,2727.0,PayPal
U2907,19.0,Other,India,10/3/2011,Free,8/13/2024,48.86,264.9,814.0,697.0,Bank Transfer
U2908,26.0,Non-binary,India,2/27/2018,Gold,5/7/2023,29.0,86.13,308.0,4345.0,Credit Card
U2908,26.0,Non-binary,India,2/27/2018,Gold,8/21/2024,25.04,395.73,947.0,1325.0,Credit Card
U2909,18.0,Non-binary,Germany,9/6/2015,Silver,11/16/2023,15.0,245.77,319.0,3180.0,Credit Card
U2909,18.0,Non-binary,Germany,9/6/2015,Silver,2/13/2024,13.32,306.28,919.0,2475.0,Credit Card
U2910,49.0,Non-binary,USA,1/19/2020,Free,9/2/2023,5.0,73.86,555.0,3502.0,Bank Transfer
U2910,49.0,Non-binary,USA,1/19/2020,Free,10/29/2024,20.99,401.34,581.0,3650.0,Credit Card
U2911,39.0,Non-binary,UK,6/28/2011,Free,10/3/2023,32.0,87.92,492.0,707.0,Crypto
U2911,39.0,Non-binary,UK,6/28/2011,Free,1/18/2024,22.24,144.56,305.0,4947.0,PayPal
U2912,53.0,Non-binary,India,2/18/2013,Free,1/27/2023,14.0,346.16,995.0,1503.0,Crypto
U2912,53.0,Non-binary,India,2/18/2013,Free,10/31/2024,35.57,457.22,612.0,3874.0,PayPal
U2913,51.0,Other,India,3/4/2021,Platinum,4/9/2023,32.0,134.18,261.0,504.0,Bank Transfer
U2913,51.0,Other,India,3/4/2021,Platinum,3/20/2024,46.29,219.39,469.0,2114.0,Bank Transfer
U2914,56.0,Non-binary,Germany,7/14/2020,Silver,5/13/2023,0.0,106.52,11.0,1140.0,Credit Card
U2914,56.0,Non-binary,Germany,7/14/2020,Silver,9/24/2024,41.88,24.1,591.0,1111.0,Credit Card
U2915,68.0,Other,UK,9/22/2017,Gold,5/16/2023,15.0,241.73,636.0,1563.0,PayPal
U2915,68.0,Other,UK,9/22/2017,Gold,3/16/2024,14.62,195.37,796.0,4615.0,Bank Transfer
U2916,27.0,Female,USA,5/29/2015,Free,9/14/2023,22.0,318.9,287.0,1359.0,PayPal
U2916,27.0,Female,USA,5/29/2015,Free,7/9/2024,26.91,80.4,504.0,2767.0,PayPal
U2917,28.0,Male,Canada,1/26/2015,Platinum,7/8/2023,42.0,143.42,767.0,2994.0,Bank Transfer
U2917,28.0,Male,Canada,1/26/2015,Platinum,12/31/2023,44.36,111.35,96.0,1361.0,Bank Transfer
U2918,64.0,Non-binary,Australia,11/13/2021,Free,8/11/2023,1.0,446.1,603.0,3536.0,Credit Card
U2918,64.0,Non-binary,Australia,11/13/2021,Free,10/29/2024,14.0,361.73,942.0,3102.0,Bank Transfer
U2919,42.0,Male,Canada,6/26/2012,Free,5/13/2023,7.0,75.9,53.0,653.0,Bank Transfer
U2919,42.0,Male,Canada,6/26/2012,Free,3/8/2024,38.05,426.53,408.0,4602.0,Bank Transfer
U2920,34.0,Other,Germany,1/29/2018,Gold,4/23/2023,31.0,437.84,583.0,150.0,PayPal
U2920,34.0,Other,Germany,1/29/2018,Gold,9/15/2024,43.23,140.09,193.0,934.0,Bank Transfer
U2921,29.0,Other,UK,2/7/2012,Silver,9/18/2023,33.0,295.99,945.0,2988.0,Bank Transfer
U2921,29.0,Other,UK,2/7/2012,Silver,7/12/2024,13.46,224.45,913.0,3894.0,PayPal
U2922,49.0,Other,Australia,10/23/2019,Platinum,10/23/2023,24.0,226.89,427.0,726.0,Bank Transfer
U2922,49.0,Other,Australia,10/23/2019,Platinum,10/16/2024,27.3,187.43,78.0,2950.0,Credit Card
U2923,74.0,Other,Australia,7/17/2015,Free,5/28/2023,12.0,296.09,754.0,2169.0,PayPal
U2923,74.0,Other,Australia,7/17/2015,Free,1/3/2024,13.31,405.02,348.0,4247.0,PayPal
U2924,38.0,Other,Canada,7/29/2013,Silver,8/10/2023,35.0,105.02,79.0,2262.0,Crypto
U2924,38.0,Other,Canada,7/29/2013,Silver,8/13/2024,45.28,285.81,128.0,2191.0,Bank Transfer
U2925,70.0,Female,Canada,9/7/2015,Free,9/9/2023,24.0,286.8,574.0,4426.0,PayPal
U2925,70.0,Female,Canada,9/7/2015,Free,4/18/2024,37.6,272.27,921.0,3121.0,Credit Card
U2926,59.0,Other,Germany,3/16/2013,Free,10/5/2023,21.0,261.46,147.0,801.0,Crypto
U2926,59.0,Other,Germany,3/16/2013,Free,4/23/2024,34.99,204.13,691.0,4679.0,PayPal
U2927,45.0,Female,Australia,6/18/2018,Free,2/26/2023,49.0,227.36,245.0,4935.0,Bank Transfer
U2927,45.0,Female,Australia,6/18/2018,Free,5/16/2024,15.19,22.29,494.0,175.0,Bank Transfer
U2928,39.0,Other,UK,3/26/2014,Gold,1/3/2023,41.0,393.58,723.0,3731.0,PayPal
U2928,39.0,Other,UK,3/26/2014,Gold,5/24/2024,33.2,152.8,174.0,911.0,Credit Card
U2929,74.0,Female,UK,12/7/2015,Free,1/28/2023,41.0,239.87,103.0,2312.0,PayPal
U2929,74.0,Female,UK,12/7/2015,Free,1/26/2024,42.9,19.69,975.0,2995.0,Credit Card
U2930,24.0,Other,Germany,8/21/2015,Free,9/10/2023,19.0,200.35,191.0,1911.0,Credit Card
U2930,24.0,Other,Germany,8/21/2015,Free,5/14/2024,45.6,436.01,415.0,3619.0,Credit Card
U2931,61.0,Male,Australia,8/5/2012,Platinum,7/1/2023,39.0,16.53,994.0,4874.0,Credit Card
U2931,61.0,Male,Australia,8/5/2012,Platinum,1/4/2024,46.38,368.61,117.0,3739.0,Credit Card
U2932,48.0,Female,USA,4/24/2011,Silver,5/11/2023,12.0,387.55,487.0,2622.0,Crypto
U2932,48.0,Female,USA,4/24/2011,Silver,5/9/2024,18.84,86.39,843.0,546.0,Bank Transfer
U2933,70.0,Non-binary,India,4/7/2020,Platinum,8/18/2023,44.0,382.41,202.0,1655.0,Credit Card
U2933,70.0,Non-binary,India,4/7/2020,Platinum,8/6/2024,20.07,30.39,892.0,1014.0,PayPal
U2934,57.0,Other,Australia,3/10/2018,Silver,4/17/2023,10.0,18.93,904.0,4112.0,Bank Transfer
U2934,57.0,Other,Australia,3/10/2018,Silver,12/28/2023,42.8,377.3,792.0,4558.0,Credit Card
U2935,20.0,Other,USA,9/12/2020,Gold,1/31/2023,2.0,277.34,993.0,483.0,Credit Card
U2935,20.0,Other,USA,9/12/2020,Gold,8/14/2024,24.71,408.1,853.0,4313.0,Bank Transfer
U2936,25.0,Female,India,8/27/2019,Gold,5/3/2023,11.0,286.8,818.0,3710.0,Crypto
U2936,25.0,Female,India,8/27/2019,Gold,1/7/2024,45.76,455.65,850.0,3392.0,PayPal
U2937,29.0,Other,UK,2/13/2022,Platinum,10/17/2023,48.0,248.2,904.0,2377.0,Credit Card
U2937,29.0,Other,UK,2/13/2022,Platinum,5/9/2024,22.01,244.17,509.0,3500.0,Credit Card
U2938,59.0,Male,Australia,2/2/2019,Free,11/13/2023,39.0,130.76,738.0,2086.0,Bank Transfer
U2938,59.0,Male,Australia,2/2/2019,Free,3/16/2024,26.21,78.44,307.0,2359.0,Credit Card
U2939,34.0,Non-binary,USA,1/3/2020,Platinum,6/7/2023,12.0,331.6,94.0,2247.0,Crypto
U2939,34.0,Non-binary,USA,1/3/2020,Platinum,6/16/2024,22.5,115.44,310.0,4125.0,Bank Transfer
U2940,46.0,Male,UK,4/26/2015,Platinum,5/11/2023,14.0,457.72,636.0,3745.0,PayPal
U2940,46.0,Male,UK,4/26/2015,Platinum,7/24/2024,20.8,453.65,9.0,4832.0,Credit Card
U2941,36.0,Female,India,4/18/2014,Free,9/16/2023,45.0,43.63,752.0,1696.0,Crypto
U2941,36.0,Female,India,4/18/2014,Free,6/16/2024,23.99,189.47,224.0,346.0,Bank Transfer
U2942,67.0,Male,Canada,1/13/2017,Free,5/6/2023,12.0,295.22,557.0,3943.0,PayPal
U2942,67.0,Male,Canada,1/13/2017,Free,6/2/2024,25.11,236.29,917.0,1897.0,PayPal
U2943,41.0,Male,USA,2/6/2013,Free,4/21/2023,45.0,99.32,833.0,856.0,Credit Card
U2943,41.0,Male,USA,2/6/2013,Free,8/1/2024,43.27,25.06,469.0,2260.0,Bank Transfer
U2944,57.0,Male,Australia,6/25/2021,Free,7/21/2023,42.0,435.15,711.0,1226.0,Crypto
U2944,57.0,Male,Australia,6/25/2021,Free,1/17/2024,19.6,278.48,751.0,3869.0,Bank Transfer
U2945,22.0,Female,Australia,1/23/2018,Platinum,11/21/2023,31.0,394.7,930.0,113.0,Credit Card
U2945,22.0,Female,Australia,1/23/2018,Platinum,6/6/2024,34.54,80.8,688.0,180.0,PayPal
U2946,68.0,Female,Australia,1/30/2012,Silver,5/2/2023,38.0,316.26,714.0,4856.0,Credit Card
U2946,68.0,Female,Australia,1/30/2012,Silver,11/14/2024,26.41,101.86,913.0,3471.0,Credit Card
U2947,27.0,Other,Canada,5/21/2013,Platinum,7/13/2023,45.0,413.04,0.0,2005.0,PayPal
U2947,27.0,Other,Canada,5/21/2013,Platinum,4/30/2024,10.7,476.43,343.0,728.0,PayPal
U2948,71.0,Non-binary,Canada,3/2/2020,Silver,10/18/2023,27.0,248.16,877.0,3685.0,Credit Card
U2948,71.0,Non-binary,Canada,3/2/2020,Silver,6/19/2024,40.1,83.07,956.0,2200.0,Bank Transfer
U2949,35.0,Female,UK,9/4/2012,Gold,6/28/2023,38.0,372.24,565.0,1785.0,Bank Transfer
U2949,35.0,Female,UK,9/4/2012,Gold,1/21/2024,18.71,439.82,122.0,3838.0,PayPal
U2950,29.0,Female,Australia,6/10/2018,Silver,1/7/2023,21.0,28.77,235.0,3791.0,Bank Transfer
U2950,29.0,Female,Australia,6/10/2018,Silver,1/23/2024,26.3,233.09,270.0,491.0,Credit Card
U2951,43.0,Non-binary,Australia,11/19/2015,Silver,8/3/2023,19.0,156.49,570.0,1393.0,PayPal
U2951,43.0,Non-binary,Australia,11/19/2015,Silver,6/20/2024,46.88,308.79,128.0,4952.0,Credit Card
U2952,30.0,Female,Canada,8/15/2014,Silver,2/16/2023,44.0,109.01,756.0,889.0,Bank Transfer
U2952,30.0,Female,Canada,8/15/2014,Silver,8/12/2024,33.08,171.79,643.0,2322.0,Bank Transfer
U2953,67.0,Female,USA,10/15/2020,Gold,3/12/2023,13.0,283.51,267.0,4980.0,Bank Transfer
U2953,67.0,Female,USA,10/15/2020,Gold,7/26/2024,16.3,54.15,923.0,2844.0,PayPal
U2954,26.0,Other,Germany,1/2/2021,Platinum,4/12/2023,10.0,157.67,353.0,3415.0,PayPal
U2954,26.0,Other,Germany,1/2/2021,Platinum,10/28/2024,45.03,230.32,143.0,2456.0,Bank Transfer
U2955,72.0,Non-binary,Germany,6/3/2020,Platinum,9/22/2023,37.0,416.12,154.0,2381.0,Credit Card
U2955,72.0,Non-binary,Germany,6/3/2020,Platinum,8/29/2024,29.93,227.8,277.0,4390.0,Credit Card
U2956,51.0,Other,Canada,12/3/2013,Free,11/7/2023,20.0,81.38,383.0,1647.0,Crypto
U2956,51.0,Other,Canada,12/3/2013,Free,6/1/2024,16.67,94.11,166.0,4087.0,Bank Transfer
U2957,34.0,Non-binary,USA,1/13/2021,Silver,2/27/2023,6.0,103.24,675.0,4041.0,Bank Transfer
U2957,34.0,Non-binary,USA,1/13/2021,Silver,10/10/2024,28.25,238.63,251.0,2986.0,PayPal
U2958,20.0,Male,Germany,12/31/2021,Gold,2/10/2023,48.0,482.35,58.0,642.0,Credit Card
U2958,20.0,Male,Germany,12/31/2021,Gold,12/12/2023,41.81,16.64,522.0,2332.0,Bank Transfer
U2959,47.0,Non-binary,India,5/30/2014,Platinum,9/27/2023,30.0,310.68,278.0,160.0,Credit Card
U2959,47.0,Non-binary,India,5/30/2014,Platinum,2/17/2024,18.15,400.49,440.0,3732.0,Bank Transfer
